종목,청산 요일,날짜,주 기준일,청산 목표일,실제 청산일,보유 거래일,진입 종가,청산 종가,수익률(%),제외 사유,만기월
KODEX 200,목요일,2025-07-10,2025-07-10,2025-07-17,2025-07-17,5,43000.0,43385.0,0.9,,7
KODEX 200,목요일,2025-08-14,2025-08-14,2025-08-21,2025-08-21,4,43720.0,42605.0,-2.55,,8
KODEX 200,목요일,2025-09-11,2025-09-11,2025-09-18,2025-09-18,5,45465.0,47660.0,4.83,,9
KODEX 200,목요일,2025-10-02,2025-10-09,2025-10-16,2025-10-16,5,49570.0,52585.0,6.08,,10
KODEX 200,목요일,2025-11-13,2025-11-13,2025-11-20,2025-11-20,5,59070.0,56600.0,-4.18,,11
KODEX 200,목요일,2025-12-11,2025-12-11,2025-12-18,2025-12-18,5,58200.0,56820.0,-2.37,,12
KODEX 200,목요일,2026-01-08,2026-01-08,2026-01-15,2026-01-15,5,66620.0,70015.0,5.1,,1
KODEX 200,목요일,2026-02-12,2026-02-12,2026-02-19,2026-02-19,2,81975.0,84390.0,2.95,,2
KODEX 200,목요일,2026-03-12,2026-03-12,2026-03-19,2026-03-19,5,83200.0,86750.0,4.27,,3
KODEX 200,목요일,2026-04-09,2026-04-09,2026-04-16,2026-04-16,5,87250.0,94710.0,8.55,,4
KODEX 200,목요일,2026-05-14,2026-05-14,2026-05-21,2026-05-21,5,124855.0,123060.0,-1.44,,5
KODEX 200,목요일,2026-06-11,2026-06-11,2026-06-18,2026-06-18,5,123850.0,146945.0,18.65,,6
KODEX 200,목요일,2026-07-09,2026-07-09,2026-07-16,2026-07-16,5,117700.0,109000.0,-7.39,,7
KODEX 200,목요일,2026-08-13,2026-08-13,2026-08-20,2026-08-20,4,107270.0,108190.0,0.86,,8
