종목,가격기준,테스트,파라미터,시작연도,방향,시대 구간,날짜,종가,등락률(%),당시 순위,사건 번호,z-score,종가 1일,종가 1주,종가 1개월,종가 3개월,종가 6개월,종가 1년,익일시가 1일,익일시가 1주,익일시가 1개월,익일시가 3개월,익일시가 6개월,익일시가 1년
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-07-27,14015.0,0.18,327,2,0.21,1.14,2.5,-0.46,6.74,27.01,21.48,0.64,1.99,-0.96,6.21,26.38,20.87
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-08-10,14230.0,0.67,240,2,0.79,1.69,-1.3,4.5,11.88,22.49,19.43,1.4,-1.58,4.2,11.56,22.14,19.1
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-09-01,14200.0,1.79,88,2,1.74,1.13,3.7,12.75,17.18,23.2,25.7,0.98,3.55,12.59,17.02,23.03,25.53
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-09-08,14725.0,0.31,320,2,0.29,0.98,2.68,8.22,15.28,17.79,17.93,0.71,2.4,7.92,14.97,17.47,17.61
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-09-21,15445.0,0.16,356,2,0.16,0.16,2.43,-1.68,11.59,11.43,14.08,0.36,2.63,-1.49,11.81,11.64,14.3
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-09-28,15820.0,1.57,114,2,1.42,-0.06,-3.07,-7.71,12.83,10.94,13.59,-0.13,-3.13,-7.77,12.76,10.87,13.52
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-11-02,15550.0,1.97,72,3,1.32,0.71,1.48,7.01,16.88,20.39,16.5,-0.13,0.64,6.12,15.91,19.39,15.53
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-11-10,15920.0,0.89,222,3,0.61,1.57,2.42,6.41,9.48,18.09,16.52,0.9,1.75,5.71,8.77,17.32,15.76
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-11-18,16360.0,0.34,336,3,0.24,-0.67,0.92,5.07,7.76,6.54,13.39,-0.91,0.67,4.82,7.5,6.28,13.11
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-12-02,16690.0,0.3,348,3,0.21,0.66,1.5,9.05,6.29,-1.08,9.86,0.3,1.13,8.66,5.91,-1.43,9.46
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-12-21,17480.0,1.42,135,3,1.04,-0.09,2.63,0.0,-1.52,-7.49,8.01,-0.23,2.49,-0.14,-1.66,-7.63,7.85
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2005-12-27,17850.0,0.45,317,3,0.33,0.5,2.61,-0.03,-1.68,-5.66,3.25,0.22,2.32,-0.31,-1.96,-5.92,2.96
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-01-16,18570.0,0.38,338,3,0.36,-1.29,-7.11,-7.43,0.78,-10.23,-2.72,-1.27,-7.08,-7.41,0.81,-10.21,-2.69
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-01-26,17845.0,0.25,381,3,0.23,2.72,-1.34,1.82,6.19,-5.66,4.6,2.0,-2.03,1.11,5.45,-6.32,3.87
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-02-20,17800.0,0.96,226,3,0.82,-0.28,2.08,-3.31,-2.25,-3.06,8.09,-0.84,1.51,-3.85,-2.79,-3.6,7.49
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-02-27,18170.0,0.83,249,3,0.72,-0.28,-4.46,-3.41,-5.01,-2.31,2.59,-0.47,-4.64,-3.6,-5.19,-2.5,2.39
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-03-27,17525.0,0.72,277,3,0.56,0.26,3.74,7.39,-8.42,1.85,10.56,0.4,3.89,7.54,-8.29,2.0,10.71
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-04-03,18180.0,1.06,215,3,0.81,0.39,1.21,2.97,-7.95,-4.9,9.16,0.5,1.32,3.08,-7.85,-4.79,9.28
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-05-04,18795.0,0.4,364,4,0.34,0.98,0.03,-12.16,-9.98,-3.96,10.38,0.16,-0.79,-12.88,-10.71,-4.75,9.47
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-07-11,16965.0,0.09,479,5,0.06,-0.12,-5.07,1.24,4.42,8.1,45.77,-0.26,-5.21,1.09,4.27,7.95,45.56
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-07-27,17030.0,1.46,149,5,0.91,-0.32,-0.41,2.41,4.17,6.34,37.38,0.33,0.24,3.07,4.85,7.03,38.27
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-08-04,17150.0,1.12,219,5,0.71,-1.34,-1.25,4.08,5.63,9.77,34.34,-1.34,-1.25,4.08,5.63,9.77,34.34
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-08-17,17420.0,1.1,227,5,0.72,0.32,-0.95,2.18,6.03,10.22,31.57,0.26,-1.0,2.12,5.97,10.15,31.5
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-09-15,17800.0,0.51,369,5,0.45,1.04,-1.01,0.03,4.94,7.33,36.91,1.01,-1.04,0.0,4.91,7.3,36.87
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-09-29,17970.0,0.22,469,5,0.21,-0.08,-2.81,0.64,2.56,9.1,45.83,0.0,-2.73,0.72,2.65,9.19,45.95
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-10-12,17545.0,0.46,384,5,0.43,0.97,1.48,4.02,4.13,14.16,41.55,-0.03,0.48,2.99,3.1,13.04,40.15
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-10-24,17920.0,0.03,533,5,0.03,0.36,-0.39,3.52,2.12,13.59,45.93,0.31,-0.45,3.46,2.06,13.52,45.84
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-11-02,18085.0,0.58,358,5,0.67,0.0,0.91,3.1,3.21,13.24,38.9,0.19,1.11,3.3,3.41,13.46,39.17
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2006-12-15,18540.0,0.76,315,6,1.0,0.76,1.13,-1.51,3.02,22.57,32.09,0.67,1.05,-1.59,2.94,22.47,31.99
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-01-02,18970.0,0.34,446,6,0.46,-1.42,-4.22,-5.03,2.13,23.25,23.19,-1.6,-4.39,-5.21,1.95,23.02,22.97
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-01-15,18340.0,0.38,429,6,0.5,0.0,-1.5,2.24,10.14,34.84,15.7,-0.27,-1.77,1.96,9.84,34.48,15.39
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-02-05,18785.0,0.64,362,6,0.74,0.59,-0.56,0.08,8.7,27.95,17.22,0.59,-0.56,0.08,8.7,27.95,17.22
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-02-15,19090.0,0.61,373,6,0.69,0.24,1.83,-0.39,8.51,15.37,17.97,0.18,1.78,-0.45,8.46,15.31,17.91
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-03-08,18800.0,0.86,302,6,0.86,-0.24,-0.05,4.31,17.02,27.13,9.57,-0.77,-0.58,3.76,16.4,26.46,8.99
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-03-21,19100.0,0.45,430,6,0.45,0.03,-0.84,4.58,18.98,26.65,16.26,-0.34,-1.2,4.2,18.54,26.19,15.83
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-04-02,19355.0,0.1,562,6,0.1,0.1,2.56,3.9,18.73,32.34,19.61,0.1,2.56,3.9,18.73,32.34,19.61
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-04-18,20245.0,0.2,536,6,0.21,-1.33,0.54,2.32,24.82,20.28,14.99,-1.36,0.52,2.3,24.79,20.25,14.96
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-04-24,20480.0,0.66,369,6,0.7,-0.61,-1.81,3.27,23.05,26.17,15.97,-0.85,-2.05,3.02,22.75,25.86,15.68
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-05-03,20160.0,0.25,523,6,0.26,0.32,2.7,10.12,17.81,27.53,21.03,0.1,2.47,9.87,17.55,27.25,20.76
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-05-11,20745.0,0.19,548,6,0.2,0.07,-0.14,5.76,12.85,18.58,11.35,-0.14,-0.36,5.53,12.6,18.33,11.11
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-05-23,21190.0,0.14,570,6,0.14,-0.19,2.97,5.33,7.22,11.89,10.76,0.71,3.9,6.29,8.19,12.9,11.76
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-06-04,22200.0,1.32,190,6,1.52,0.0,-0.97,5.32,7.55,12.57,0.77,0.0,-0.97,5.32,7.55,12.57,0.77
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-06-18,22900.0,2.23,61,6,2.55,-0.15,-2.53,7.99,3.36,2.88,-6.11,-0.78,-3.15,7.31,2.71,2.23,-6.7
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-07-02,22470.0,0.4,469,6,0.43,2.27,6.83,4.36,13.48,4.14,-10.9,1.82,6.36,3.9,12.98,3.68,-11.3
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-07-23,25400.0,0.51,441,6,0.49,0.04,-4.53,-11.69,-2.07,-17.03,-20.55,-0.55,-5.09,-12.21,-2.64,-17.51,-21.02
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-08-09,24140.0,0.44,476,6,0.31,-4.56,-13.01,-3.48,1.49,-8.04,-19.26,-1.29,-10.03,-0.17,4.97,-4.88,-16.5
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-08-29,23310.0,0.17,594,6,0.09,0.88,2.1,9.5,4.85,-7.98,-19.52,-0.78,0.42,7.7,3.12,-9.49,-20.84
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-09-28,24735.0,0.02,669,6,0.01,0.87,3.56,4.47,-3.46,-6.75,-31.68,0.91,3.6,4.51,-3.42,-6.71,-31.65
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-10-10,25970.0,1.31,215,6,0.66,0.9,-4.16,-3.79,-12.46,-12.69,-40.16,1.0,-4.07,-3.7,-12.37,-12.6,-40.1
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-10-29,25810.0,1.22,242,6,0.61,0.12,-1.86,-8.14,-19.35,-7.42,-39.71,-0.27,-2.24,-8.49,-19.66,-7.78,-39.95
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2007-12-06,24990.0,0.83,367,7,0.48,-1.1,-2.56,-6.48,-16.21,-10.48,-39.16,-1.71,-3.16,-7.06,-16.72,-11.04,-39.53
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-01-25,21955.0,1.69,145,8,0.98,-4.01,-2.82,2.57,6.04,-6.58,-27.72,-2.66,-1.45,4.02,7.53,-5.27,-26.7
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-02-04,22050.0,3.35,24,8,1.82,0.34,-0.57,-2.72,5.24,-8.78,-29.73,0.84,-0.07,-2.23,5.77,-8.32,-29.38
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-02-18,22020.0,0.27,605,8,0.14,0.82,0.48,-6.45,7.65,-9.92,-34.22,0.54,0.2,-6.7,7.36,-10.17,-34.4
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-03-20,21040.0,0.07,713,9,0.04,1.57,3.45,11.29,4.09,-8.67,-21.58,-0.23,1.61,9.31,2.24,-10.29,-22.97
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-04-04,23090.0,0.11,694,9,0.06,0.02,-1.47,2.49,-14.94,-26.59,-24.43,0.17,-1.32,2.65,-14.81,-26.48,-24.31
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-04-18,23055.0,0.33,606,9,0.19,1.56,3.36,2.19,-12.8,-36.11,-22.38,0.49,2.27,1.12,-13.71,-36.78,-23.2
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-05-06,23895.0,0.23,659,9,0.16,-0.61,-0.98,-1.78,-17.62,-34.88,-23.75,-0.57,-0.94,-1.74,-17.58,-34.85,-23.72
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-05-15,24280.0,2.62,49,9,2.01,0.49,-2.97,-7.45,-17.22,-41.52,-24.42,0.18,-3.26,-7.74,-17.47,-41.7,-24.66
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-09-25,19500.0,0.26,674,10,0.13,-1.49,-5.9,-36.92,-24.05,-18.72,14.79,-1.31,-5.73,-36.81,-23.91,-18.57,15.0
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-11-27,14000.0,2.94,45,11,0.66,2.11,-5.36,6.14,-2.39,29.64,51.86,1.24,-6.16,5.24,-3.22,28.54,50.57
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2008-12-19,15450.0,0.36,645,11,0.08,-0.19,-3.82,-4.21,5.5,13.92,41.46,-1.38,-4.96,-5.34,4.25,12.57,39.78
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-01-06,15965.0,2.24,94,11,0.5,2.79,-2.94,0.81,7.11,16.63,42.12,1.93,-3.76,-0.03,6.21,15.65,40.93
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-03-11,15050.0,3.47,37,12,1.48,-1.0,3.59,14.22,20.86,40.17,47.67,-1.0,3.59,14.22,20.86,40.17,47.67
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-03-24,16225.0,1.98,144,12,0.87,0.46,-1.39,9.18,8.1,37.94,38.21,0.8,-1.05,9.55,8.47,38.4,38.68
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-04-02,16895.0,3.49,36,12,1.55,0.44,1.75,6.66,8.26,32.02,35.78,-0.64,0.64,5.5,7.08,30.59,34.31
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-05-04,18020.0,1.81,182,13,0.95,-0.19,0.22,0.55,13.32,16.09,27.36,-0.64,-0.22,0.11,12.82,15.58,26.8
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-05-11,18220.0,0.11,819,13,0.06,-0.88,-2.31,-3.59,12.4,14.43,18.5,-0.28,-1.71,-3.01,13.09,15.13,19.22
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-06-01,18195.0,1.14,367,13,0.71,-0.25,-1.84,-0.91,15.2,17.78,18.44,-1.39,-2.96,-2.04,13.88,16.44,17.09
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-06-12,18330.0,0.05,867,13,0.03,-0.98,-3.0,-1.8,15.33,18.28,21.49,-0.93,-2.95,-1.75,15.39,18.34,21.56
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-06-26,18050.0,0.53,624,13,0.34,-0.22,1.88,10.36,25.21,21.86,25.65,-0.66,1.43,9.87,24.66,21.32,25.1
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-07-07,18620.0,0.46,657,13,0.34,-0.19,-2.93,9.59,13.83,21.86,17.43,0.13,-2.61,9.94,14.2,22.25,17.81
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-07-16,18765.0,1.21,344,13,0.85,0.51,4.37,10.52,15.93,20.28,21.45,-0.19,3.65,9.76,15.14,19.45,20.61
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-08-03,20455.0,0.17,821,13,0.13,0.17,0.61,4.2,2.08,4.94,14.59,-0.53,-0.1,3.47,1.36,4.2,13.79
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-08-24,21170.0,2.02,149,13,1.62,-0.66,-1.56,6.85,1.84,2.79,8.76,-0.19,-1.09,7.36,2.33,3.27,9.28
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-09-17,22350.0,0.59,618,13,0.53,0.13,0.16,-2.53,-1.19,-0.67,6.62,0.11,0.13,-2.55,-1.21,-0.69,6.6
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-11-10,20930.0,0.31,784,14,0.25,1.17,0.72,3.97,0.17,6.31,19.25,0.74,0.29,3.52,-0.26,5.85,18.74
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-12-02,21180.0,1.44,283,14,1.1,1.65,2.74,7.13,4.82,2.76,21.95,1.2,2.28,6.65,4.35,2.3,21.41
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-12-15,22150.0,0.02,951,14,0.02,-0.29,-0.7,2.89,1.4,3.07,21.08,-0.18,-0.59,3.01,1.51,3.19,21.22
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2009-12-24,22375.0,1.36,312,14,1.08,-0.22,1.41,-3.02,1.3,-0.76,21.07,-0.73,0.89,-3.51,0.78,-1.27,20.45
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-01-04,22710.0,0.6,634,14,0.5,-0.09,-0.26,-6.03,1.98,-3.08,22.92,-0.44,-0.61,-6.36,1.62,-3.42,22.49
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-01-18,22790.0,0.51,682,14,0.43,0.09,-1.93,-4.52,-0.22,-0.5,22.95,-0.35,-2.36,-4.94,-0.66,-0.94,22.41
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-02-11,21320.0,1.69,213,14,1.4,-0.4,-0.12,3.12,4.06,6.85,25.28,-0.59,-0.3,2.93,3.86,6.65,25.05
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-03-03,21610.0,0.28,836,14,0.25,-0.35,2.85,6.15,1.41,5.58,22.84,-0.44,2.75,6.06,1.32,5.48,22.72
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-04-05,23160.0,0.52,693,15,0.45,0.04,-1.14,-2.46,-4.97,7.3,23.23,-0.13,-1.31,-2.63,-5.13,7.11,23.02
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-05-28,21290.0,1.04,447,16,0.94,1.22,1.43,5.24,6.27,17.73,33.96,1.27,1.48,5.29,6.32,17.79,34.02
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-06-14,22270.0,0.95,487,16,0.81,0.13,2.51,2.25,4.65,18.23,21.62,0.16,2.54,2.27,4.67,18.26,21.65
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-07-12,22695.0,0.53,711,16,0.44,0.33,-0.26,2.49,7.01,22.32,23.22,0.11,-0.48,2.26,6.77,22.05,22.95
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-08-19,23290.0,1.33,344,17,1.45,-0.43,-2.86,2.32,9.0,13.57,-2.79,0.43,-2.01,3.2,9.94,14.55,-1.95
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-09-03,23225.0,0.11,989,17,0.12,0.8,1.23,6.82,11.22,14.68,2.76,0.06,0.49,6.05,10.41,13.85,2.01
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-09-13,23745.0,1.0,479,17,1.15,-0.13,0.53,4.27,11.9,12.53,0.78,-0.32,0.34,4.08,11.69,12.32,0.59
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-09-24,24000.0,0.54,717,17,0.64,0.98,1.85,3.73,13.0,15.58,-6.44,0.48,1.35,3.21,12.44,15.01,-6.9
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-10-01,24445.0,0.35,847,17,0.43,0.12,1.12,1.76,12.09,16.75,-7.96,-0.29,0.71,1.34,11.63,16.28,-8.33
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-10-15,24760.0,0.1,1012,17,0.13,-1.37,-0.61,0.97,13.25,15.99,-4.46,-1.37,-0.61,0.97,13.25,15.99,-4.46
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-10-22,24610.0,1.19,405,17,1.49,1.16,-0.24,3.62,14.38,21.33,2.8,0.93,-0.47,3.39,14.13,21.06,2.57
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-11-03,25085.0,0.76,594,17,0.93,0.5,2.15,2.41,10.94,13.73,-0.48,0.5,2.15,2.41,10.94,13.73,-0.48
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-11-10,25625.0,1.12,437,17,1.5,-0.88,-3.24,2.75,3.4,8.92,-3.34,-0.7,-3.07,2.93,3.58,9.11,-3.17
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-11-22,25500.0,0.45,787,17,0.56,-0.98,-2.06,6.27,3.88,9.41,-8.71,-0.98,-2.06,6.27,3.88,9.41,-8.71
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-12-02,25690.0,1.22,389,17,1.57,0.45,2.49,7.96,4.46,7.63,-1.4,0.08,2.11,7.56,4.07,7.23,-1.76
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-12-15,26625.0,0.21,964,17,0.26,-0.08,1.86,6.38,1.24,1.69,-11.64,0.36,2.3,6.85,1.68,2.13,-11.26
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-12-21,27100.0,0.89,535,17,1.13,0.07,-0.04,3.87,2.18,0.74,-9.87,0.07,-0.04,3.87,2.18,0.74,-9.87
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2010-12-30,27550.0,0.55,734,17,0.69,0.67,1.45,0.82,4.25,4.17,-9.82,0.4,1.18,0.54,3.96,3.89,-10.06
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-01-13,28040.0,0.21,972,17,0.31,1.02,0.39,-4.74,2.43,-0.57,-10.09,0.98,0.36,-4.78,2.39,-0.61,-10.12
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-01-26,28275.0,1.09,457,17,1.49,0.12,-1.26,-8.13,3.25,0.5,-6.54,0.04,-1.34,-8.22,3.16,0.41,-6.63
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-03-22,27075.0,0.45,826,18,0.41,-0.07,3.23,7.92,0.87,-14.0,0.28,-0.07,3.23,7.92,0.87,-14.0,0.28
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-03-28,27740.0,0.18,1009,18,0.16,0.76,2.88,7.17,-1.75,-19.05,-2.34,0.76,2.88,7.17,-1.75,-19.05,-2.34
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-06-15,27695.0,0.44,852,19,0.38,-2.2,-1.39,0.97,-16.92,-11.81,-8.72,-1.22,-0.4,1.99,-16.08,-10.92,-7.8
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-07-01,28075.0,1.19,429,19,0.97,1.26,2.64,1.21,-20.45,-13.55,-11.54,0.28,1.64,0.23,-21.22,-14.39,-12.4
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-08-29,23655.0,2.85,68,20,1.59,1.06,-2.73,-2.35,3.47,14.44,6.0,-0.06,-3.8,-3.43,2.32,13.17,4.83
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-10-10,23180.0,0.13,1103,21,0.05,1.79,5.33,7.7,5.69,16.59,9.4,-0.78,2.67,4.98,3.03,13.65,6.64
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-10-28,25415.0,0.45,873,21,0.18,-0.81,-0.28,-6.28,2.14,4.52,-1.24,-0.79,-0.26,-6.26,2.16,4.55,-1.22
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-12-05,25415.0,0.3,1010,22,0.13,-1.16,-1.67,-2.07,3.88,-3.38,1.34,-0.87,-1.38,-1.78,4.18,-3.1,1.64
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2011-12-22,24270.0,0.02,1218,22,0.01,1.26,-0.21,7.91,11.76,-0.8,9.11,0.41,-1.04,7.01,10.83,-1.63,8.19
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2012-01-02,24270.0,0.21,1078,22,0.12,3.15,-0.35,8.88,13.89,2.33,9.6,2.18,-1.29,7.86,12.82,1.37,8.57
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2012-01-25,26190.0,0.34,981,22,0.2,0.1,-0.23,2.37,1.15,-9.74,-0.82,-0.55,-0.87,1.71,0.49,-10.32,-1.46
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2012-02-02,26425.0,1.13,498,22,0.68,-0.49,1.38,1.63,0.47,-6.89,-2.84,-0.49,1.38,1.63,0.47,-6.89,-2.84
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2012-02-08,26675.0,1.14,494,22,0.75,0.43,1.05,0.97,-2.74,-2.76,-0.97,0.43,1.05,0.97,-2.74,-2.76,-0.97
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2012-02-21,27040.0,0.02,1246,22,0.01,0.0,-0.98,0.54,-10.8,-4.53,-1.0,0.13,-0.85,0.67,-10.68,-4.41,-0.87
KODEX 200,원본가,테스트 B(연속 등락),N=3,2005,연속 상승,전체,2012-03-02,27105.0,0.13,1155,22,0.1,-0.92,-0.63,0.53,-12.1,-7.18,-1.62,-0.92,-0.63,0.53,-12.1,-7.18,-1.62
